Additional_outlet_count,Call,Cost_for_two(Rs.),Cuisines,Features,Home_Delivery,Operational_hours,Restaurant_Location,Restaurant_Name,Latitude,Longitude,Restaurant_Type,View_Menu,Min_Order(Rs.),Delivery_Time(mins),Rating,Votes,Rating_Category,Operational_after_Midnight,Cuisine_count,Feature_Count,Res_Type_Count,Competitors_in_Location,Score
,TRUE,600,North Indian,nan,FALSE,12noon – 12midnight (Mon-Sun),Mulund West,Mann Punjabi,19.371362,72.8237413,Quick Bites,TRUE,,,4,192,Very Good,FALSE,1,1,1,107,28.73435877
1,TRUE,700,"Fast Food, North Indian, Mughlai, Rolls",nan,TRUE,11am – 4:30am (Mon-Sun),Mahalaxmi,The Roll Company - TRC,18.9718282,72.8405612,nan,TRUE,99,45,4,85,Very Good,TRUE,4,1,1,18,28.08776798
,TRUE,450,"Chinese, North Indian",nan,FALSE,10am – 11pm (Mon-Sun),Vasai,MH-48 Food Lounge,19.0069719,72.8412458,Quick Bites,TRUE,,,3.7,30,Good,FALSE,2,1,1,111,23.61747719
,TRUE,400,Fast Food,nan,FALSE,11am – 11pm (Mon-Sun),Mazgaon,F For Fries,19.1265227,72.8383131,Quick Bites,TRUE,,,3.6,78,Good,FALSE,1,1,1,21,22.52822627
,TRUE,400,Desserts,Food Hygiene Rated Restaurants In Mumbai,FALSE,2pm – 12midnight (Mon-Sun),Parel,Waffles Baranca,19.2489128,72.8533811,Dessert Parlor,TRUE,,,3.6,45,Good,FALSE,1,1,1,59,22.32881042
,TRUE,600,"North Indian, Mughlai, Chinese",15% off on your first order,TRUE,10am – 12midnight (Mon-Sun),Near Andheri West Station,The Decent Restaurant,19.383412,72.820888,Casual Dining,TRUE,0,45,3.5,47,Good,FALSE,3,1,1,44,20.96158588
,TRUE,500,"Italian, Fast Food",nan,TRUE,"11:55am – 11pm (Mon-Sat),11am – 11pm (Sun)",Borivali West,Spice Palate,19.1115059,72.8532778,Casual Dining,TRUE,99,30,4.1,152,Very Good,FALSE,2,1,1,193,29.87195293
,TRUE,450,"Chinese, Fast Food, North Indian",nan,TRUE,10am – 11:30pm (Mon-Sun),Vasai,Turning Point,19.0353894,72.8423231,Casual Dining,TRUE,0,45,3.5,84,Good,FALSE,3,1,1,111,21.18517335
,TRUE,300,"Italian, Pizza, Fast Food",Food Hygiene Rated Restaurants In Mumbai,TRUE,"11am – 1am (Mon, Tue, Wed, Thu, Fri, Sun), 11am...",Near Andheri East Station,Mom's Magic Pizza And More,19.0314652,72.8433276,Quick Bites,TRUE,99,45,3.6,47,Good,TRUE,3,1,1,42,22.34089623
,TRUE,800,"Asian, Malaysian, Chinese, Thai, Burmese, Asian Fusion",Food Hygiene Rated Restaurants In Mumbai,TRUE,"Closed (Mon),12noon – 3:30pm, 7pm – 11:30pm...",Mahim,Wan Shan Pan-Asian Cuisine,19.2194971,72.8475892,Casual Dining,TRUE,0,45,3.5,23,Good,FALSE,6,1,1,59,20.81655617
,TRUE,350,Pizza,BOGO,TRUE,"3pm – 11:55pm (Mon),11am – 11pm (Tue-Sat),11am...",Mahim,Jango's Pizza,19.223787,72.8507212,Quick Bites,TRUE,0,45,3.4,23,Average,TRUE,1,1,1,59,19.43724582
,TRUE,550,"Italian, Pizza",nan,TRUE,10:30am – 10:30pm (Mon-Sun),Borivali West,That Italian Place,19.233654,72.8639959,Casual Dining,TRUE,0,45,3.7,41,Good,FALSE,2,1,1,193,23.68394914
,TRUE,300,"South Indian, Street Food",nan,TRUE,10:30am – 12midnight (Mon-Sun),Borivali West,Food Bites,19.1149445,72.8361659,Quick Bites,TRUE,99,50,3.9,402,Good,FALSE,2,1,1,193,28.6240584
,TRUE,150,Fast Food,nan,FALSE,3pm – 10:30pm (Mon-Sun),Borivali East,Dharma's Sandwich,19.1273799,72.8375768,nan,TRUE,,,4,329,Very Good,FALSE,1,1,1,34,29.56223671
,TRUE,600,Chinese,25% off on your first order,TRUE,12noon – 12midnight (Mon-Sun),Juhu,QuickLee,19.179848,72.8363407,nan,TRUE,99,45,4,109,Very Good,FALSE,1,1,1,100,28.23279769
1,TRUE,550,"North Indian, Rolls, Biryani",Late Night Restaurants,TRUE,11am – 3am (Mon-Sun),Azad Nagar,AndaMental - The Express Cafe,19.3184,72.899356,Quick Bites,TRUE,0,60,3.8,415,Good,TRUE,3,1,1,22,27.32330582
,TRUE,500,"Chinese, Fast Food",nan,FALSE,12noon – 12midnight (Mon-Sun),Malad West,Tango,19.045313,72.8641899,Casual Dining,TRUE,,,3.6,206,Good,FALSE,2,1,1,209,23.30171806
,TRUE,600,"Biryani, North Indian, Chinese",Food Hygiene Rated Restaurants In Mumbai,TRUE,"11am – 3:30pm, 6:30pm – 12:30AM (Mon-Sun)",Mira Road,Balle Belly,19.0338912,73.0674107,Casual Dining,TRUE,99,55,4,372,Very Good,TRUE,3,1,1,204,29.82208161
,TRUE,500,"Mangalorean, Chinese, North Indian, Seafood",Super Seafood,TRUE,"11am – 4pm, 7pm – 12:30AM (Mon-Sun)",Sion,Sion Lunch Home,19.1025746,72.8461549,Casual Dining,TRUE,99,55,4,615,Very Good,TRUE,4,1,1,56,31.29050743
,TRUE,700,"Malwani, Maharashtrian",nan,FALSE,"11am – 3:30pm, 7pm – 11pm (Mon-Sun)",Kharghar,Malvani Days,19.1445882,72.8303208,Casual Dining,TRUE,,,3.9,159,Good,FALSE,2,1,1,128,27.15563258
1,TRUE,650,"Maharashtrian, Beverages, Malwani, Seafood",nan,TRUE,"11:30am – 3:30pm, 7pm – 11:30pm (Mon-Sun)",Vile Parle East,Purepur Kolhapur,19.0549011,72.8254931,Casual Dining,TRUE,99,60,3.4,429,Average,FALSE,4,1,1,91,21.8906651
,TRUE,600,"Healthy Food, American, Continental, Indian",15% off on your first order,FALSE,2pm – 10pm (Mon-Sun),Andheri West,Beingfit Kitchen,19.1759685,72.8742228,nan,TRUE,,,3.5,27,Good,FALSE,4,1,1,295,20.84072779
,TRUE,500,"North Indian, Konkan, Maharashtrian, Mughlai, Seafood",nan,FALSE,10am – 12midnight (Mon-Sun),Bandra West,Yacht,19.1455508,72.8429823,Casual Dining,TRUE,,,3.9,228,Good,FALSE,5,1,1,241,27.572593
1,TRUE,750,"Chinese, Malwani, Seafood",nan,FALSE,"12noon – 4pm, 7pm – 12:30AM (Mon-Sun)",Goregaon East,Ratnagiri Malvani Food,19.1582204,72.8440023,Casual Dining,TRUE,,,3.7,348,Good,TRUE,3,1,1,104,25.53912086
,TRUE,400,"Fast Food, Lebanese, Mughlai, Seafood",15% off on your first order,FALSE,6pm – 12:30AM (Mon-Sun),Jogeshwari,Arabian Delights,19.1113998,72.8506828,Quick Bites,TRUE,,,3.7,60,Good,TRUE,4,1,1,39,23.79876433
,TRUE,350,Maharashtrian,nan,TRUE,12noon – 3pm (Mon-Sun),Goregaon East,Lunch Box,19.0729977,73.078642,nan,TRUE,99,60,3.3,8,Average,FALSE,1,1,1,104,17.96729191
,TRUE,500,"North Indian, Chinese",10% off on all orders above ₹99,TRUE,"11am – 4pm, 7pm – 11pm (Mon-Sun)",Near Andheri East Station,MNT Kitchen,19.2323896,72.8278858,nan,TRUE,0,45,3.7,24,Good,FALSE,2,1,1,42,23.58121976
,TRUE,600,"Lebanese, Chinese, Mughlai",10% off on all orders above ₹300,TRUE,11:30am – 11:30pm (Mon-Sun),Kharghar,Zaika Point,19.1380438,72.8324466,Casual Dining,TRUE,99,45,3.7,347,Good,FALSE,3,1,1,128,25.53307796
,TRUE,400,"North Indian, South Indian, Fast Food, Chinese",nan,FALSE,9am – 12midnight (Mon-Sun),Borivali West,Green Channel,19.0822469,73.0053081,Casual Dining,TRUE,,,3.7,214,Good,FALSE,4,1,1,193,24.72937164
,TRUE,2000,"North Indian, Mediterranean, Asian",nan,FALSE,5pm – 1:30am (Mon-Sun),Veera Desai Area,LSD - No Limits,19.1044592,72.8807628,"Lounge,Bar",TRUE,,,3.7,67,Good,TRUE,3,1,2,36,23.84106466
,TRUE,350,"Fast Food, Roast Chicken, BBQ",10% off on all orders above ₹99,FALSE,"12noon – 11pm (Mon-Sat),6pm – 12midnight (Sun)",Kharghar,Too Much Drama,19.1036112,72.8522827,Quick Bites,TRUE,,,4.2,202,Very Good,FALSE,3,1,1,128,31.55340851
,TRUE,300,"Cafe, Tea, North Indian, Fast Food",nan,TRUE,6am – 11pm (Mon-Sun),Marol,MusTea,19.1114426,72.8907903,"Café,Quick Bites",TRUE,99,45,3.7,278,Good,FALSE,4,1,2,77,25.11611754
1,TRUE,350,"South Indian, Fast Food",nan,TRUE,"Closed (Mon),8am – 3pm, 5pm – 10pm (Tue-Sun)",Vile Parle East,Simbly South,19.078476,72.998735,Casual Dining,TRUE,99,45,3.8,362,Good,FALSE,2,1,1,91,27.00303187
1,TRUE,650,"Biryani, North Indian",10% off on all orders above ₹299,TRUE,11am – 2am (Mon-Sun),Goregaon East,Dilli Di Hatti,19.1374131,72.8272839,nan,TRUE,99,45,4.3,164,Very Good,TRUE,2,1,1,104,32.70308848
,TRUE,1000,"North Indian, Continental, Fast Food, Desserts",nan,TRUE,12noon – 1am (Mon-Sun),Vashi,One O 1,19.0532589,72.901095,Casual Dining,TRUE,0,30,3.9,111,Good,TRUE,4,1,1,116,26.86557316
,TRUE,800,Bengali,nan,TRUE,12noon – 1am (Mon-Sun),Andheri West,Rajbari Rasoi,19.019443,72.845448,Casual Dining,TRUE,99,30,4.1,81,Very Good,TRUE,1,1,1,295,29.44290671
,TRUE,200,"Fast Food, Bakery",nan,FALSE,"10am – 10:30pm (Mon, Tue, Wed, Fri, Sat, Sun)...",Chembur,Merwans,18.9519449,72.8304093,Quick Bites,TRUE,,,3.8,155,Good,FALSE,2,1,1,148,25.75215061
,TRUE,800,"Cafe, Pizza, Chinese, Finger Food, Kebab",Live Sports Screenings,FALSE,"11:30am – 3:30pm, 6pm – 1am (Mon-Sun)",Dadar East,Prithvi's Cavern,19.1357658,72.8479482,"Café,Bar",TRUE,,,3.9,153,Good,TRUE,5,1,2,31,27.11937515
,TRUE,500,North Indian,nan,TRUE,"Closed (Mon),10am – 11:45pm (Tue-Sun)",Kalbadevi,Hotel Shree G. Bhagat Tarachand,19.021889,72.8378987,Casual Dining,TRUE,0,45,4,285,Very Good,FALSE,1,1,1,18,29.2963489
,TRUE,500,"Chinese, Fast Food, North Indian, Mughlai",nan,FALSE,11am – 12:30AM (Mon-Sun),Jogeshwari,Hotel Bostan,19.1053191,73.0034503,Casual Dining,TRUE,,,3.8,209,Good,TRUE,4,1,1,39,26.07846746
,TRUE,400,"Chinese, Street Food, North Indian, Beverages",nan,FALSE,9am – 11pm (Mon-Sun),Dadar West,Anugraha Pure Veg,19.004503,72.8407724,Casual Dining,TRUE,,,3.7,95,Good,FALSE,4,1,1,56,24.01026599
,TRUE,650,"North Indian, Chinese, Mughlai",nan,FALSE,11am – 11:30pm (Mon-Sun),Kopar Khairane,Spices Restaurant & Bar,19.2443322,72.8509094,Casual Dining,TRUE,,,3.6,356,Good,FALSE,3,1,1,62,24.20815375
,TRUE,500,"Chinese, North Indian, South Indian, Fast Food, Beverages",nan,FALSE,8:30am – 11:30pm (Mon-Sun),Parel,Ruchi Veg. Restaurant,19.066291,72.8676256,Casual Dining,TRUE,,,3.5,165,Good,FALSE,5,1,1,59,21.67464863
,TRUE,700,"Chinese, North Indian, Seafood",nan,FALSE,"11am – 3pm, 6pm – 12midnight (Mon-Sun)",Borivali West,Majestic Nx,19.2117646,72.8739944,Casual Dining,TRUE,,,3.7,168,Good,FALSE,3,1,1,193,24.45139803
,TRUE,4000,"North Indian, European, Japanese, Asian",nan,FALSE,6am – 1am (Mon-Sun),Bandra Kurla Complex,O22 - Trident,19.0235973,73.0200006,Fine Dining,TRUE,,,4,333,Very Good,TRUE,4,1,1,38,29.58640833
,TRUE,300,"Beverages, Ice Cream",nan,FALSE,10am – 1am (Mon-Sun),Kandivali East,Redel-World of Desserts,19.0734381,73.001489,Beverage Shop,TRUE,,,3.9,42,Good,TRUE,2,1,1,90,26.44861274
,TRUE,450,"North Indian, South Indian, Chinese, Street Food, Beverages",nan,FALSE,10am – 12midnight (Mon-Sun),Seawoods,Prithika Pure Veg,19.2206538,72.8495183,Casual Dining,TRUE,,,3.5,146,Good,FALSE,5,1,1,36,21.55983344
6,TRUE,200,"Biryani, Fast Food, Rolls",nan,FALSE,11:30am – 11pm (Mon-Sun),Vashi,Kolkata Rolls,19.1006854,72.9181497,Quick Bites,TRUE,,,3.7,145,Good,FALSE,3,1,1,116,24.31241122
,TRUE,600,"Chinese, North Indian, Seafood, Biryani",nan,FALSE,"12noon – 3pm, 7pm – 12:30AM (Mon-Sun)",Borivali West,Centre Point Dhaba,19.0272793,73.0226777,Casual Dining,TRUE,,,3.7,153,Good,TRUE,4,1,1,193,24.36075446
,TRUE,550,"North Indian, Chinese, Biryani",nan,FALSE,11am – 11pm (Mon-Sun),Ghatkopar West,Hotel Popular,19.1748386,72.9579332,Casual Dining,TRUE,,,3.6,143,Good,FALSE,3,1,1,54,22.92101507
,TRUE,450,"Chinese, Fast Food",nan,FALSE,10:30am – 11:30pm (Mon-Sun),Nerul,Kg's Chinese Fast Food,19.2818653,72.8579948,Casual Dining,TRUE,,,3.8,362,Good,FALSE,2,1,1,74,27.00303187
,TRUE,500,"Chinese, North Indian, South Indian, Fast Food, Beverages",nan,FALSE,9am – 11:30pm (Mon-Sun),Mulund West,Shubham Pure Veg,19.027634,72.8556653,Casual Dining,TRUE,,,3.6,230,Good,FALSE,5,1,1,107,23.44674777
,TRUE,450,"North Indian, Chinese, Biryani",nan,FALSE,"11am – 5pm, 7pm – 12midnight (Mon-Sun)",Mira Road,Arfat,19.1113767,72.8786451,Casual Dining,TRUE,,,3.8,311,Good,FALSE,3,1,1,204,26.69484374
,TRUE,200,South Indian,Legendary Outlets,FALSE,"7am – 9pm (Mon, Wed, Thu, Fri, Sat, Sun), Closed...",Matunga East,Anand Bhavan,19.1610169,72.9903237,Quick Bites,TRUE,,,3.9,588,Good,FALSE,1,1,1,53,29.74803866
,TRUE,550,"North Indian, Mughlai, Chinese",nan,FALSE,8:30am – 12midnight (Mon-Sun),Marol,Cafe Marol,19.0374296,72.842097,Casual Dining,TRUE,,,3.6,295,Good,FALSE,3,1,1,77,23.83953657
,TRUE,250,"Ice Cream, Desserts",nan,FALSE,"2pm – 11:55pm (Mon),1pm – 11:55pm (Tue-Sun)",Airoli,Scoops And Smyles,19.1035573,72.8528829,Dessert Parlor,TRUE,,,3.7,42,Good,FALSE,2,1,1,68,23.68999205
,TRUE,300,"South Indian, North Indian, Seafood",nan,FALSE,6am – 11pm (Mon-Sun),Mahim,Sneha Restaurant,19.2237519,72.8523075,Casual Dining,TRUE,,,4,294,Very Good,FALSE,3,1,1,59,29.35073505
,TRUE,550,"Chinese, Thai",nan,FALSE,"11:30am – 3:30pm, 7pm – 11:30pm (Mon-Sun)",Vile Parle East,Chine Dine,18.9379556,72.837756,Casual Dining,TRUE,,,3.9,338,Good,FALSE,2,1,1,91,28.2373125
,TRUE,500,"Chinese, Fast Food, North Indian, South Indian, Beverages",nan,TRUE,"11am – 4pm, 7pm – 12:30AM (Mon-Sun)",Borivali West,Dwaraka,19.1180672,72.8848084,Casual Dining,TRUE,99,45,3.6,179,Good,TRUE,5,1,1,193,23.13855964
1,TRUE,750,"North Indian, Chinese",nan,FALSE,12noon – 12midnight (Mon-Sun),Fort,Sher-E-Punjab,19.1842211,72.9535512,Casual Dining,TRUE,,,3.7,250,Good,FALSE,2,1,1,95,24.94691621
,TRUE,400,"South Indian, North Indian, Beverages",nan,TRUE,8am – 11:30pm (Mon-Sun),Marol,Kateeleshwari,18.9770174,72.8119487,Casual Dining,TRUE,99,50,3.7,205,Good,FALSE,3,1,1,77,24.6749855
,TRUE,500,"Chinese, North Indian, South Indian, Fast Food, Beverages",nan,FALSE,8am – 10:30pm (Mon-Sun),Mulund West,Archana Restaurant,19.147647,72.843259,Casual Dining,TRUE,,,3.7,142,Good,FALSE,5,1,1,107,24.29428251
,TRUE,700,"North Indian, Chinese, South Indian",nan,TRUE,9am – 12midnight (Mon-Sun),Tardeo,Kanishka,19.0648612,72.830784,Casual Dining,TRUE,0,45,3.7,213,Good,FALSE,3,1,1,30,24.72332874
,TRUE,400,"Chinese, North Indian, Mughlai, Biryani, Seafood",nan,TRUE,12noon – 12midnight (Mon-Sun),Jogeshwari,Cafe Gulshan,19.0996151,72.9161039,Casual Dining,TRUE,0,45,3.4,75,Average,FALSE,5,1,1,39,19.75147687
,TRUE,2000,"Seafood, Continental, North Indian, Chinese",nan,FALSE,"Closed (Mon),12midnight – 1:30am, 6:30pm –...",Bandra West,Hawaiian Shack,19.122245,72.9177018,"Casual Dining,Bar",TRUE,,,3.7,1371,Good,FALSE,4,1,2,241,31.72101229
1,TRUE,1200,"Chinese, Asian, Thai",nan,FALSE,12noon – 11pm (Mon-Sun),Ghatkopar West,The Bowl House,19.0566667,72.8469444,Casual Dining,TRUE,,,3.4,607,Average,FALSE,3,1,1,54,22.96630212
,TRUE,400,"Chinese, North Indian",nan,TRUE,12noon – 12midnight (Mon-Sun),Powai,Gold Coin Chinese Point,19.2533048,72.8499765,Casual Dining,TRUE,99,45,3.6,93,Good,FALSE,2,1,1,134,22.61886984
,TRUE,500,"Malwani, Seafood",nan,FALSE,"11:30am – 3pm, 7pm – 10:30pm (Mon, Tue, Wed...",Bandra East,Highway Gomantak,19.1758884,72.8681755,Casual Dining,TRUE,,,3.8,894,Good,FALSE,2,1,1,37,30.21785713
1,TRUE,450,"Biryani, Chinese, North Indian",nan,FALSE,"12noon – 3pm, 7pm – 12midnight (Mon-Sun)",Borivali West,Nischita Nxt,19.0517372,72.8240473,Casual Dining,TRUE,,,3.7,519,Good,FALSE,3,1,1,193,26.57245755
,TRUE,500,"North Indian, South Indian, Chinese, Fast Food",nan,FALSE,11am – 12midnight (Mon-Sun),Goregaon East,Classic Veg Treat,19.0615405,72.827137,Casual Dining,TRUE,,,3.5,144,Good,FALSE,4,1,1,104,21.54774763
,TRUE,550,"North Indian, Parsi",nan,FALSE,7:30am – 12midnight (Mon-Sun),Bandra West,Good Luck Cafe,19.045633,72.8931784,Casual Dining,TRUE,,,3.7,345,Good,FALSE,2,1,1,241,25.52099215
2,TRUE,500,Street Food,nan,TRUE,10am – 1am (Mon-Sun),Bandra West,Pack-A-Pav,19.0896481,72.9079758,nan,TRUE,0,40,4.2,387,Very Good,TRUE,1,1,1,241,32.67134587
,TRUE,500,"Mughlai, Biryani, Chinese",nan,TRUE,10am – 1:30am (Mon-Sun),Chembur,Atithi Restaurant,19.074927,72.905081,Casual Dining,TRUE,99,45,3.4,138,Average,TRUE,3,1,1,148,20.13217986
,TRUE,750,"North Indian, Mughlai, Chinese",nan,FALSE,"11am – 4pm, 7pm – 11:30pm (Mon-Sun)",Ghatkopar West,R.K. Wine N Dine,19.0669782,72.9991389,Casual Dining,TRUE,,,3.8,149,Good,FALSE,3,1,1,54,25.71589319
,TRUE,500,"Chinese, Italian, Fast Food, Juices",nan,TRUE,11am – 1am (Mon-Sun),Ghatkopar East,Mi Favorito,19.225876,72.828126,Quick Bites,TRUE,99,40,3.7,479,Good,TRUE,4,1,1,67,26.33074137
,TRUE,1000,"South Indian, Chinese, North Indian, Mughlai",nan,TRUE,11am – 11pm (Mon-Sun),Vashi,Cafe Vihar - Regenza By Tunga,18.955121,72.8184534,Casual Dining,TRUE,99,46,3.8,393,Good,FALSE,4,1,1,116,27.19036191
,TRUE,300,"Chinese, North Indian, Seafood",nan,TRUE,"11am – 3pm, 6pm – 12midnight (Mon-Sun)",Borivali West,Bhavesh Chinese,19.015357,72.835015,Casual Dining,TRUE,99,45,3.6,198,Good,FALSE,3,1,1,193,23.25337482
,TRUE,400,"Chinese, North Indian",nan,TRUE,6am – 12midnight (Mon-Sun),Girgaum,Voice Of India Restaurant,18.9161038,72.816843,Casual Dining,TRUE,99,33,3.5,104,Good,FALSE,2,1,1,46,21.30603144
3,TRUE,250,"Fast Food, Beverages",nan,FALSE,10am – 12midnight (Mon-Sun),Dadar West,Balu's Classic,19.1002187,72.8425325,Quick Bites,TRUE,,,3.6,102,Good,FALSE,2,1,1,56,22.67325598
,TRUE,350,Fast Food,nan,FALSE,5:30pm – 12midnight (Mon-Sun),Cuffe Parade,Manoj Pasta,19.167077,72.9604897,Quick Bites,TRUE,,,4,563,Very Good,FALSE,1,1,1,13,30.97627639
,TRUE,200,Fast Food,nan,TRUE,11:30am – 11:30pm (Mon-Sun),Vile Parle West,Lucky Sandwich And Pizza Corner,19.081744,72.8559683,Quick Bites,TRUE,99,45,4,260,Very Good,FALSE,1,1,1,49,29.14527629
,TRUE,600,"Chinese, South Indian, North Indian, Fast Food",10% off on all orders,TRUE,10am – 11:30pm (Mon-Sun),Mulund East,Radha Krishna,19.100609,72.9163828,Casual Dining,TRUE,99,30,3.8,172,Good,FALSE,4,1,1,36,25.85487999
,TRUE,500,"Chinese, North Indian, Mughlai",nan,FALSE,"11am – 4pm, 7pm – 12midnight (Mon-Sun)",Santacruz East,Santosh Lunch Home,19.161729,72.99106,Casual Dining,TRUE,,,3,261,Average,FALSE,3,1,1,72,15.35821575
2,TRUE,400,"Chinese, Asian",nan,FALSE,11am – 11pm (Mon-Sun),Ghatkopar West,Wok In The Box,19.139312,72.8202431,Quick Bites,TRUE,,,3.6,181,Good,FALSE,2,1,1,54,23.15064544
,TRUE,300,Bakery,nan,TRUE,10am – 11pm (Mon-Sun),Airoli,Tiers Of Joy,19.0870683,72.829052,Bakery,TRUE,0,136,4,156,Very Good,FALSE,1,1,1,68,28.51681421
,TRUE,500,"Chinese, Thai, Asian",15% off on your first order,FALSE,7pm – 4am (Mon-Sun),4 Bungalows,Mandarin Kitchen,18.9588376,72.8191812,Casual Dining,TRUE,,,4,310,Very Good,TRUE,3,1,1,32,29.44742152
,TRUE,450,"Burger, American, Fast Food, BBQ",15% off on your first order,FALSE,"Closed (Mon),6pm – 2am (Tue),12midnight – 2am...",Santacruz West,Bay City Grill,18.9179729,72.8301615,nan,TRUE,,,3.8,95,Good,TRUE,4,1,1,37,25.38957634
,TRUE,400,"Fast Food, Rolls",15% off on all orders,FALSE,"12:30pm – 11:15pm (Mon-Sat),12noon – 11:15pm (Sun)",Girgaum,Chills And Grills,19.1364016,72.8296252,Casual Dining,TRUE,,,3.4,422,Average,FALSE,2,1,1,46,21.84836477
,TRUE,500,"Desserts, Bakery",Dessert Picks,TRUE,10am – 8pm (Mon-Sun),Colaba,"Desserts ""R"" Us",19.0744857,72.9977841,Dessert Parlor,TRUE,99,45,4,247,Very Good,FALSE,2,1,1,82,29.06671853
2,TRUE,600,"North Indian, Lebanese, Asian, Italian",Late Night Restaurants,FALSE,7pm – 4am (Mon-Sun),Andheri West,RnB (Rolls & Bowls),19.2347825,72.8409148,nan,TRUE,,,3.7,142,Good,TRUE,4,1,1,295,24.29428251
,TRUE,500,"Biryani, North Indian, Chinese, Mughlai, Thai",25% off on all orders above ₹250,FALSE,"8:30am – 11pm (Mon-Thu),8:30am – 12midnight...",Vashi,Dreamworks Restrocafe,19.106212,72.889478,Casual Dining,TRUE,,,3.9,62,Good,FALSE,5,1,1,116,26.56947083
,TRUE,900,"North Indian, Chinese, Italian, Mexican",nan,FALSE,"12:30pm – 3:30pm, 7pm – 11:30pm (Mon-Sun)",Borivali West,Veg Treat Regalia,19.2187953,73.1048486,Casual Dining,TRUE,,,3.9,162,Good,FALSE,4,1,1,193,27.17376129
,TRUE,800,"Chinese, Mughlai, North Indian, Indian",nan,TRUE,12noon – 12midnight (Mon-Sun),Sakinaka,Roshan Darbar Restaurant,19.1424822,72.8125613,Quick Bites,TRUE,99,50,3.8,156,Good,FALSE,4,1,1,45,25.75819352
,TRUE,800,"North Indian, Seafood, Chinese, Fast Food, Mughlai",10% off on all orders above ₹350,TRUE,"11am – 11pm (Mon-Fri),11am – 12midnight (Sat-Sun)",Dombivali East,Food Village,19.0590053,73.003622,Casual Dining,TRUE,99,50,3.6,124,Good,FALSE,5,1,1,125,22.80619988
,TRUE,750,"Chinese, Thai, Momos",25% off on your first order,FALSE,"12noon – 3pm, 7pm – 11pm (Mon-Thu),12:30pm –...",Andheri West,Boxed,19.1095909,72.8654621,nan,TRUE,,,4.4,321,Very Good,FALSE,3,1,1,295,35.03113485
1,TRUE,650,"Mughlai, Biryani, Chinese",10% off on all orders above ₹200,TRUE,"12noon – 4pm, 6pm – 11:30pm (Mon-Sun)",Sanpada,Zaika Hub,19.1681291,72.9614392,Quick Bites,TRUE,99,45,3.6,123,Good,FALSE,3,1,1,25,22.80015698
3,TRUE,400,Chinese,15% off on your first order,TRUE,12noon – 11:30pm (Mon-Sun),Andheri West,Dimsum (Momo) Express,19.1521635,72.9413167,Quick Bites,TRUE,99,50,3.5,322,Good,FALSE,1,1,1,295,22.62338465
,TRUE,400,"Fast Food, Chinese",10% off on all orders,FALSE,"12noon – 3pm, 6pm – 12midnight (Mon-Sun)",Mulund East,Golden Dragon,19.016684,73.038588,Quick Bites,TRUE,,,3.7,104,Good,FALSE,2,1,1,36,24.06465213
,TRUE,500,"Chinese, Thai",10% off on all orders above ₹300,TRUE,11:30am – 12:30AM (Mon-Sun),Bhandup,Dragon Food Court,,,Casual Dining,TRUE,99,45,3.6,217,Good,TRUE,2,1,1,58,23.36819001
,TRUE,300,Fast Food,nan,FALSE,"12noon – 10pm (Mon-Sat),Closed (Sun)",CBD-Belapur,Wow Bhaji,19.0786317,72.8981307,Quick Bites,TRUE,,,3.9,177,Good,FALSE,1,1,1,58,27.26440486
5,TRUE,400,Fast Food,nan,FALSE,"12noon – 3pm, 5pm – 12:30AM (Mon-Fri),12noon –...",Mahakali,Eggsplore,19.2460256,73.1128238,Quick Bites,TRUE,,,4,89,Very Good,TRUE,1,1,1,84,28.1119396
1,TRUE,200,Fast Food,nan,TRUE,"10am – 11pm (Mon-Sat),12noon – 11pm (Sun)",Bandra East,What The Fries!!!,19.2907287,72.863499,Kiosk,TRUE,0,45,3.5,42,Good,FALSE,1,1,1,37,20.93137136
,TRUE,1500,"North Indian, Chinese, Continental",nan,FALSE,12noon – 12midnight (Mon-Sun),Kalyan,Green County,19.0314443,73.0661813,Casual Dining,TRUE,,,4,127,Very Good,FALSE,3,1,1,129,28.34156997
,TRUE,350,Cafe,nan,TRUE,1:30pm – 12midnight (Mon-Sun),Mira Road,Slush Café,19.2555602,72.9846928,Café,TRUE,99,45,4,258,Very Good,FALSE,1,1,1,204,29.13319048
,TRUE,400,"Rolls, BBQ, Healthy Food, Indian, Lebanese, North Indian, Salad, Kebab",Food Hygiene Rated Restaurants In Mumbai,TRUE,"12noon – 11pm (Mon, Tue, Thu, Fri, Sat, Sun), 2pm...",Kharghar,SMOQ,,,nan,TRUE,99,45,4.1,55,Very Good,FALSE,8,1,1,128,29.28579119
,TRUE,400,"Desserts, Beverages, Fast Food",nan,TRUE,12noon – 12:30AM (Mon-Sun),Thane West,99 Pancakes,,,Quick Bites,TRUE,0,45,3.8,58,Good,TRUE,3,1,1,386,25.16598887
1,TRUE,300,"North Indian, Fast Food",nan,TRUE,11am – 3am (Mon-Sun),Sakinaka,EggOMogo,19.1797976,72.8366552,Quick Bites,TRUE,99,45,3.8,74,Good,TRUE,2,1,1,45,25.26267534
1,TRUE,300,"North Indian, Fast Food",nan,TRUE,11am – 3am (Mon-Sun),Sakinaka,EggOMogo,19.0070457,73.0336617,Quick Bites,TRUE,99,45,3.8,74,Good,TRUE,2,1,1,45,25.26267534
